CSID,CaseID,CSType,CSDate,CourtID,JudgeName
14184,5330,A,2024-12-09,5,Shri S.R. Naik
14185,7168,A,2025-02-02,5,Shri M.V. Reddy
14186,7344,C,2025-01-30,4,Shri T.G. Rao
14187,7345,C,2025-04-14,5,Shri T.G. Rao
14188,7480,B,2024-12-14,5,Smt. K. Latha
14189,7647,A,2024-07-22,5,Shri Y. Manjunath
14190,7754,A,2025-01-19,4,Smt. P. Sridevi
14191,7816,A,2025-04-04,5,Smt. D. Savitha
14192,8287,A,2024-09-11,4,Shri T.G. Rao
14193,11362,B,2025-05-23,5,Smt. J. Anitha
14194,12120,C,2024-02-25,4,Smt. V. Patil
14195,12792,A,2024-07-15,5,Shri Y. Manjunath
14196,13064,B,2024-07-08,4,Smt. J. Anitha
14197,14782,C,2024-12-25,5,Shri B.N. Prasad
14198,15571,B,2025-03-14,5,Shri M.V. Reddy
14199,16566,A,2024-12-19,4,Shri B.N. Prasad
14200,17851,A,2024-04-07,5,Smt. D. Savitha
14201,18079,B,2025-05-02,5,Smt. J. Anitha
14202,18501,B,2024-08-28,5,Smt. J. Anitha
14203,18870,C,2024-06-24,4,Smt. K. Latha
14204,19518,B,2024-10-19,4,Shri P.K. Sharma
14205,19948,A,2025-02-06,5,Shri P.K. Sharma
14206,20425,C,2024-07-18,4,Shri P.K. Sharma
14207,21513,B,2024-09-18,5,Shri A. Krishnamurthy
14208,21895,B,2024-07-09,5,Shri A. Krishnamurthy
14209,22878,B,2025-05-06,4,Shri P.K. Sharma
14210,23713,B,2024-06-29,5,Shri T.G. Rao
14211,24221,A,2024-10-25,5,Smt. P. Sridevi
14212,24950,B,2024-06-28,5,Shri R.K. Kulkarni
14213,26384,B,2025-04-09,4,Smt. K. Latha
14214,26903,B,2024-11-07,4,Shri M.V. Reddy
14215,27024,C,2025-06-01,4,Smt. P. Sridevi
14216,27157,A,2024-04-19,4,Shri T.G. Rao
14217,28288,A,2024-05-18,4,Shri S.R. Naik
14218,29247,A,2025-04-19,4,Shri M.V. Reddy
14219,29384,B,2024-04-13,4,Shri Y. Manjunath
14220,30339,A,2024-11-28,4,Shri B.N. Prasad
14221,31148,B,2024-08-25,5,Smt. N. Hegde
14222,31742,B,2025-03-24,5,Shri A. Krishnamurthy
14223,35622,B,2024-09-24,5,Smt. K. Latha
14224,35699,B,2024-08-28,4,Shri S.R. Naik
14225,36178,A,2024-08-27,4,Shri S.R. Naik
14226,36301,B,2024-04-30,5,Shri T.G. Rao
14227,37749,B,2024-04-28,4,Shri S.R. Naik
14228,38410,A,2024-12-30,4,Smt. J. Anitha
14229,38742,A,2024-08-23,5,Smt. J. Anitha
14230,39275,B,2025-02-10,5,Shri M.V. Reddy
14231,40066,A,2024-07-15,4,Shri T.G. Rao
14232,41241,B,2024-06-03,5,Smt. J. Anitha
14233,42195,B,2024-09-08,5,Shri M.V. Reddy
14234,42361,A,2024-08-21,4,Shri B.N. Prasad
14235,42704,B,2024-08-13,5,Shri M.V. Reddy
14236,43550,A,2024-10-22,4,Smt. N. Hegde
14237,43624,A,2025-01-21,5,Smt. R. Sumathi
14238,43884,B,2024-12-15,5,Shri S.R. Naik
14239,43979,B,2025-04-12,5,Shri B.N. Prasad
14240,44062,A,2025-05-31,4,Shri T.G. Rao
14241,44646,B,2024-06-26,5,Shri Y. Manjunath
14242,45626,A,2024-09-10,4,Shri P.K. Sharma
14243,45658,A,2024-08-23,5,Shri T.G. Rao
14244,46124,A,2025-02-04,4,Shri T.G. Rao
14245,46334,B,2025-03-31,5,Smt. V. Patil
14246,46804,B,2025-03-10,4,Shri Y. Manjunath
14247,46906,A,2024-08-16,4,Shri Y. Manjunath
14248,47143,A,2024-05-01,5,Shri P.K. Sharma
14249,48738,B,2025-01-01,4,Shri P.K. Sharma
14250,403,A,2026-03-28,5,Smt. P. Sridevi
14251,633,B,2025-04-01,5,Smt. K. Latha
14252,830,B,2026-04-24,4,Smt. K. Latha
14253,1205,C,2025-08-13,4,Shri Y. Manjunath
14254,2649,B,2025-06-08,4,Shri T.G. Rao
14255,3530,A,2025-06-04,4,Shri B.N. Prasad
14256,5483,A,2026-02-09,4,Shri M.V. Reddy
14257,5610,B,2025-07-29,5,Shri R.K. Kulkarni
14258,6895,B,2025-05-08,4,Smt. P. Sridevi
14259,6953,C,2025-08-23,4,Shri P.K. Sharma
14260,7367,C,2025-05-06,4,Smt. P. Sridevi
14261,7616,B,2026-01-07,4,Shri S.R. Naik
14262,7631,B,2026-04-27,4,Smt. P. Sridevi
14263,7714,B,2025-10-14,5,Shri R.K. Kulkarni
14264,7975,B,2026-04-23,5,Smt. K. Latha
14265,8164,A,2025-04-15,4,Smt. J. Anitha
14266,8278,A,2026-02-25,5,Shri P.K. Sharma
14267,8324,A,2026-03-20,5,Smt. P. Sridevi
14268,9298,A,2026-02-04,4,Shri Y. Manjunath
14269,9383,A,2025-06-13,5,Shri P.K. Sharma
14270,10074,B,2025-06-30,5,Smt. D. Savitha
14271,10316,B,2025-11-11,5,Smt. P. Sridevi
14272,11424,B,2025-04-20,4,Smt. V. Patil
14273,11795,B,2025-08-08,5,Shri S.R. Naik
14274,11804,B,2026-02-22,5,Shri S.R. Naik
14275,12002,C,2025-06-21,5,Shri T.G. Rao
14276,12165,B,2025-06-08,4,Smt. J. Anitha
14277,13827,A,2025-07-24,5,Smt. P. Sridevi
14278,14077,B,2026-01-04,4,Shri A. Krishnamurthy
14279,16900,A,2025-06-07,5,Smt. R. Sumathi
14280,17052,B,2025-10-22,5,Shri M.V. Reddy
14281,17058,A,2025-05-22,4,Shri Y. Manjunath
14282,17220,C,2025-10-23,5,Smt. V. Patil
14283,18191,B,2026-03-06,4,Smt. D. Savitha
14284,18611,B,2025-06-16,4,Shri B.N. Prasad
14285,20693,B,2025-07-29,5,Smt. N. Hegde
14286,20834,A,2025-05-31,5,Smt. D. Savitha
14287,20992,B,2026-04-08,4,Shri P.K. Sharma
14288,21768,C,2025-09-01,4,Smt. R. Sumathi
14289,21774,B,2026-04-21,5,Smt. K. Latha
14290,22281,B,2025-12-21,5,Shri A. Krishnamurthy
14291,22752,B,2026-01-29,5,Shri A. Krishnamurthy
14292,24600,A,2026-03-16,5,Shri S.R. Naik
14293,24602,B,2026-01-29,4,Smt. D. Savitha
14294,27400,B,2025-08-28,4,Smt. P. Sridevi
14295,27663,B,2025-11-25,4,Shri A. Krishnamurthy
14296,27880,B,2026-02-17,5,Shri M.V. Reddy
14297,28194,C,2025-07-04,5,Shri A. Krishnamurthy
14298,28812,B,2025-09-03,5,Smt. K. Latha
14299,29083,B,2025-09-08,5,Shri T.G. Rao
14300,29196,A,2025-05-22,5,Shri R.K. Kulkarni
14301,29418,A,2026-02-10,5,Shri M.V. Reddy
14302,31280,A,2025-08-12,4,Shri P.K. Sharma
14303,31388,C,2025-11-11,5,Shri B.N. Prasad
14304,32351,B,2025-11-26,4,Smt. K. Latha
14305,32446,B,2026-04-21,4,Smt. K. Latha
14306,32969,A,2025-11-28,5,Smt. N. Hegde
14307,33676,B,2025-09-28,4,Smt. K. Latha
14308,34380,A,2025-07-29,4,Smt. V. Patil
14309,36108,B,2025-08-07,5,Smt. N. Hegde
14310,36164,B,2025-06-27,5,Shri T.G. Rao
14311,37478,B,2026-03-25,4,Smt. K. Latha
14312,38269,C,2026-02-17,4,Smt. R. Sumathi
14313,38845,A,2026-01-04,4,Smt. K. Latha
14314,39923,A,2026-02-13,4,Shri B.N. Prasad
14315,40308,A,2025-05-31,5,Shri S.R. Naik
14316,41893,C,2026-01-25,4,Shri Y. Manjunath
14317,42118,C,2025-08-21,5,Smt. N. Hegde
14318,42562,B,2025-08-17,4,Smt. J. Anitha
14319,43392,B,2025-06-22,4,Shri P.K. Sharma
14320,43452,A,2025-05-02,5,Smt. J. Anitha
14321,43718,B,2025-12-04,4,Smt. P. Sridevi
14322,43921,B,2026-01-31,5,Shri S.R. Naik
14323,44593,C,2025-03-29,4,Shri M.V. Reddy
14324,44932,B,2025-10-12,5,Smt. R. Sumathi
14325,45095,B,2025-02-28,5,Shri Y. Manjunath
14326,45155,C,2025-07-11,4,Smt. P. Sridevi
14327,45194,A,2025-10-16,4,Shri S.R. Naik
14328,45672,B,2025-08-10,5,Smt. N. Hegde
14329,45756,B,2025-12-23,4,Shri A. Krishnamurthy
14330,48432,B,2025-10-03,5,Shri R.K. Kulkarni
14331,48776,B,2025-11-07,5,Shri B.N. Prasad
14332,539,B,2026-06-30,4,Shri Y. Manjunath
14333,2384,B,2026-06-10,5,Smt. P. Sridevi
14334,8339,A,2026-06-30,5,Smt. J. Anitha
14335,11448,C,2026-06-30,5,Smt. J. Anitha
14336,12498,A,2026-06-28,5,Shri S.R. Naik
14337,13736,A,2026-05-04,4,Shri T.G. Rao
14338,18645,B,2026-06-30,5,Shri A. Krishnamurthy
14339,19489,B,2026-06-30,5,Smt. J. Anitha
14340,19921,B,2026-06-30,5,Shri R.K. Kulkarni
14341,22639,C,2026-06-30,5,Smt. V. Patil
14342,24471,A,2026-04-28,5,Smt. K. Latha
14343,25013,B,2026-06-30,4,Smt. K. Latha
14344,25955,B,2026-06-30,5,Smt. N. Hegde
14345,26397,B,2026-06-30,4,Smt. R. Sumathi
14346,26437,B,2026-04-17,4,Smt. V. Patil
14347,27710,A,2026-06-30,4,Shri R.K. Kulkarni
14348,28015,B,2026-06-30,4,Shri T.G. Rao
14349,29387,B,2026-06-13,5,Shri S.R. Naik
14350,31182,A,2026-06-30,5,Smt. R. Sumathi
14351,32847,C,2026-06-30,4,Smt. K. Latha
14352,33237,A,2026-06-30,5,Shri T.G. Rao
14353,34045,B,2026-06-30,5,Smt. J. Anitha
14354,35258,A,2026-06-30,4,Smt. P. Sridevi
14355,35952,C,2026-04-24,4,Shri S.R. Naik
14356,36660,B,2026-06-30,4,Shri A. Krishnamurthy
14357,38165,B,2026-04-05,4,Smt. D. Savitha
14358,43440,A,2026-06-30,5,Smt. D. Savitha
14359,43564,A,2026-06-30,5,Smt. D. Savitha
14360,43590,B,2026-06-30,4,Shri S.R. Naik
14361,45788,B,2026-03-20,5,Smt. V. Patil
14362,47152,B,2026-06-30,4,Smt. V. Patil
14363,48032,A,2026-04-08,4,Smt. P. Sridevi
14364,49947,B,2026-04-20,5,Smt. N. Hegde
14365,20154,B,2023-11-13,5,Smt. V. Patil
14366,27772,A,2023-07-29,4,Smt. D. Savitha
14367,4258,B,2025-04-06,5,Smt. K. Latha
14368,7035,B,2025-02-22,5,Shri A. Krishnamurthy
14369,17242,B,2024-12-20,5,Smt. K. Latha
14370,26758,A,2024-05-29,5,Smt. P. Sridevi
14371,45386,A,2024-06-01,5,Smt. D. Savitha
14372,46638,B,2024-08-09,5,Smt. K. Latha
14373,3564,C,2025-08-05,5,Smt. N. Hegde
14374,13110,B,2026-01-08,4,Smt. N. Hegde
14375,43016,A,2026-06-01,5,Shri M.V. Reddy
14376,2629,B,2026-06-30,5,Shri T.G. Rao
14377,5994,B,2023-12-16,5,Shri R.K. Kulkarni
14378,11181,B,2023-04-17,4,Smt. J. Anitha
14379,17111,B,2023-06-30,4,Shri B.N. Prasad
14380,26940,B,2023-11-27,4,Shri A. Krishnamurthy
14381,35303,B,2023-07-11,5,Shri T.G. Rao
14382,35601,B,2024-01-30,5,Smt. V. Patil
14383,40272,A,2024-03-07,5,Smt. P. Sridevi
14384,40532,A,2023-12-01,5,Smt. J. Anitha
14385,41537,B,2024-02-01,5,Smt. N. Hegde
14386,44325,A,2024-05-04,5,Smt. J. Anitha
14387,47473,A,2024-05-01,4,Shri P.K. Sharma
14388,4737,B,2025-05-03,5,Smt. P. Sridevi
14389,6756,A,2024-12-25,4,Shri S.R. Naik
14390,12372,A,2024-11-13,5,Smt. P. Sridevi
14391,37731,B,2024-10-22,4,Smt. R. Sumathi
14392,46101,A,2025-01-12,5,Shri Y. Manjunath
14393,46342,A,2024-07-20,5,Smt. D. Savitha
14394,48252,C,2024-06-08,5,Smt. J. Anitha
14395,5118,B,2026-02-10,4,Smt. N. Hegde
14396,18787,B,2025-07-01,5,Smt. P. Sridevi
14397,23363,A,2025-06-17,4,Smt. V. Patil
14398,30399,B,2025-08-05,5,Shri M.V. Reddy
14399,32336,B,2026-01-15,5,Smt. P. Sridevi
14400,35088,B,2025-07-16,4,Smt. R. Sumathi
14401,36915,A,2026-03-27,4,Smt. N. Hegde
14402,32993,B,2026-05-21,5,Smt. V. Patil
14403,27755,B,2023-07-09,5,Smt. R. Sumathi
14404,1433,A,2024-09-18,4,Smt. V. Patil
14405,7157,B,2024-12-20,5,Smt. V. Patil
14406,10945,B,2024-11-26,4,Smt. J. Anitha
14407,13291,B,2024-09-14,5,Shri S.R. Naik
14408,29828,B,2025-01-05,4,Shri P.K. Sharma
14409,31873,A,2024-12-11,4,Shri B.N. Prasad
14410,37563,B,2024-09-05,5,Smt. J. Anitha
14411,42085,A,2024-11-24,5,Smt. D. Savitha
14412,46338,C,2025-02-08,5,Shri M.V. Reddy
14413,47831,B,2024-08-30,4,Shri B.N. Prasad
14414,49296,A,2025-02-03,4,Shri Y. Manjunath
14415,16627,B,2025-12-26,4,Smt. N. Hegde
14416,35372,A,2025-06-06,4,Smt. R. Sumathi
14417,26043,C,2026-06-08,4,Smt. K. Latha
14418,35340,B,2026-06-30,5,Shri Y. Manjunath
14419,609,B,2024-03-18,5,Smt. R. Sumathi
14420,627,B,2023-10-26,5,Smt. P. Sridevi
14421,789,A,2023-10-02,5,Shri M.V. Reddy
14422,1211,A,2024-01-10,5,Smt. K. Latha
14423,3451,B,2023-11-14,5,Shri R.K. Kulkarni
14424,3580,A,2024-05-18,4,Shri T.G. Rao
14425,4719,B,2024-05-08,5,Shri T.G. Rao
14426,5080,B,2023-08-16,5,Shri M.V. Reddy
14427,5124,A,2023-11-15,5,Shri S.R. Naik
14428,5820,B,2023-03-27,5,Smt. D. Savitha
14429,6137,B,2023-07-19,4,Shri T.G. Rao
14430,6334,B,2023-09-14,4,Shri M.V. Reddy
14431,6345,A,2024-02-11,4,Smt. R. Sumathi
14432,9229,B,2023-06-04,4,Smt. N. Hegde
14433,9435,B,2023-10-15,4,Shri T.G. Rao
14434,9877,B,2023-05-22,4,Smt. R. Sumathi
14435,10595,A,2024-04-19,5,Shri B.N. Prasad
14436,11334,B,2023-07-23,4,Shri A. Krishnamurthy
14437,12084,C,2023-06-21,5,Smt. K. Latha
14438,13637,A,2023-08-20,5,Shri A. Krishnamurthy
14439,13855,B,2023-11-04,4,Shri R.K. Kulkarni
14440,14120,A,2023-07-01,5,Smt. V. Patil
14441,15323,A,2023-10-08,5,Smt. J. Anitha
14442,15658,B,2023-10-14,5,Shri Y. Manjunath
14443,15953,A,2023-10-29,5,Smt. N. Hegde
14444,18130,B,2024-02-01,5,Smt. K. Latha
14445,18260,A,2024-03-11,5,Shri S.R. Naik
14446,18506,B,2024-03-19,5,Smt. P. Sridevi
14447,18523,B,2023-08-31,4,Smt. R. Sumathi
14448,18640,B,2023-12-28,4,Shri M.V. Reddy
14449,19069,C,2023-07-24,5,Smt. P. Sridevi
14450,19669,B,2023-04-06,5,Smt. D. Savitha
14451,21216,B,2024-04-13,4,Smt. J. Anitha
14452,21469,A,2023-04-12,4,Smt. V. Patil
14453,22317,A,2023-09-15,4,Shri B.N. Prasad
14454,22681,A,2023-11-13,4,Smt. N. Hegde
14455,22912,A,2023-11-23,4,Shri M.V. Reddy
14456,23316,B,2023-10-01,4,Shri B.N. Prasad
14457,24193,B,2023-03-29,4,Shri A. Krishnamurthy
14458,25060,B,2023-02-24,4,Smt. D. Savitha
14459,25853,A,2023-10-16,5,Shri T.G. Rao
14460,26270,A,2024-02-13,4,Shri S.R. Naik
14461,27063,B,2023-09-13,5,Smt. R. Sumathi
14462,29032,B,2023-04-23,5,Smt. K. Latha
14463,32864,B,2024-02-10,4,Shri Y. Manjunath
14464,33378,B,2023-10-18,5,Smt. V. Patil
14465,33702,A,2023-06-27,4,Shri A. Krishnamurthy
14466,34143,B,2023-09-08,4,Shri S.R. Naik
14467,34512,B,2024-02-03,4,Smt. K. Latha
14468,34658,B,2023-07-24,4,Shri T.G. Rao
14469,35095,B,2023-04-16,5,Shri P.K. Sharma
14470,35346,A,2023-07-08,4,Smt. V. Patil
14471,37663,B,2024-03-17,5,Shri M.V. Reddy
14472,37668,A,2023-10-26,5,Smt. D. Savitha
14473,39270,B,2023-04-12,4,Shri M.V. Reddy
14474,39445,B,2023-03-06,4,Shri A. Krishnamurthy
14475,39720,B,2023-10-10,4,Smt. R. Sumathi
14476,40180,A,2023-04-07,4,Shri T.G. Rao
14477,41717,B,2023-12-28,4,Shri A. Krishnamurthy
14478,42046,B,2023-09-18,5,Shri R.K. Kulkarni
14479,43572,B,2023-03-30,4,Shri A. Krishnamurthy
14480,44245,A,2023-12-03,4,Smt. J. Anitha
14481,44380,B,2024-02-11,4,Smt. V. Patil
14482,44568,A,2023-05-06,5,Smt. P. Sridevi
14483,44621,B,2023-07-12,5,Shri S.R. Naik
14484,45108,C,2024-01-20,4,Smt. R. Sumathi
14485,45365,A,2023-08-13,4,Smt. D. Savitha
14486,45937,A,2024-01-11,4,Shri R.K. Kulkarni
14487,46368,A,2023-06-27,5,Shri S.R. Naik
14488,46530,B,2023-03-17,4,Smt. K. Latha
14489,47233,C,2023-03-17,4,Smt. D. Savitha
14490,47380,A,2023-10-27,5,Smt. R. Sumathi
14491,47725,A,2023-11-14,5,Smt. V. Patil
14492,48831,B,2023-05-24,5,Shri P.K. Sharma
14493,48974,A,2023-08-25,5,Shri R.K. Kulkarni
14494,49498,B,2024-01-23,4,Smt. N. Hegde
14495,49759,B,2023-07-14,5,Smt. N. Hegde
14496,1525,B,2024-08-10,4,Shri A. Krishnamurthy
14497,2311,B,2025-01-14,5,Smt. D. Savitha
14498,3281,B,2024-04-03,4,Shri T.G. Rao
14499,3587,B,2024-06-11,4,Smt. K. Latha
14500,3658,B,2025-01-26,5,Shri R.K. Kulkarni
14501,5841,A,2025-03-03,4,Shri A. Krishnamurthy
14502,6477,B,2024-07-24,5,Smt. J. Anitha
14503,6586,B,2025-03-05,4,Smt. N. Hegde
14504,6933,B,2025-03-23,4,Smt. R. Sumathi
14505,7162,A,2025-03-23,4,Shri R.K. Kulkarni
14506,7348,B,2024-12-31,4,Shri P.K. Sharma
14507,7628,A,2024-04-30,5,Shri P.K. Sharma
14508,10531,B,2025-05-21,4,Shri M.V. Reddy
14509,11291,B,2024-09-14,5,Shri S.R. Naik
14510,11403,B,2024-03-17,4,Shri T.G. Rao
14511,11939,A,2025-01-18,5,Smt. J. Anitha
14512,12123,B,2025-05-25,4,Shri B.N. Prasad
14513,13963,B,2024-04-25,5,Shri R.K. Kulkarni
14514,14036,B,2024-04-12,5,Shri B.N. Prasad
14515,15040,A,2025-04-20,5,Shri Y. Manjunath
14516,15808,A,2025-02-11,5,Smt. K. Latha
14517,16697,B,2025-01-15,4,Shri R.K. Kulkarni
14518,16898,B,2024-06-25,5,Smt. D. Savitha
14519,17898,B,2025-01-23,5,Shri A. Krishnamurthy
14520,18092,A,2024-12-30,4,Shri Y. Manjunath
14521,19002,B,2024-11-16,4,Smt. V. Patil
14522,21061,B,2025-01-10,4,Shri S.R. Naik
14523,21176,A,2024-08-19,5,Shri A. Krishnamurthy
14524,22875,B,2025-02-01,5,Shri P.K. Sharma
14525,24160,A,2024-05-11,4,Shri Y. Manjunath
14526,25204,C,2024-05-10,4,Smt. N. Hegde
14527,25400,A,2024-12-13,4,Shri R.K. Kulkarni
14528,25646,B,2025-02-02,5,Smt. K. Latha
14529,26548,B,2024-09-15,4,Smt. P. Sridevi
14530,26958,B,2024-03-28,4,Shri S.R. Naik
14531,27007,C,2024-06-19,4,Smt. N. Hegde
14532,27303,A,2024-07-19,5,Smt. R. Sumathi
14533,27762,B,2024-08-31,5,Shri Y. Manjunath
14534,27820,B,2024-09-04,5,Smt. N. Hegde
14535,27926,A,2024-05-17,4,Shri M.V. Reddy
14536,28074,A,2024-10-03,5,Shri P.K. Sharma
14537,28263,B,2025-02-12,4,Shri T.G. Rao
14538,28273,C,2024-09-06,4,Shri M.V. Reddy
14539,28400,B,2024-04-26,5,Shri B.N. Prasad
14540,29279,A,2024-08-12,5,Shri T.G. Rao
14541,29416,A,2025-03-10,5,Smt. N. Hegde
14542,29936,A,2025-02-18,5,Smt. N. Hegde
14543,31096,B,2024-08-31,5,Shri S.R. Naik
14544,31854,B,2024-06-28,5,Shri B.N. Prasad
14545,32848,A,2024-05-12,5,Shri T.G. Rao
14546,32970,A,2024-03-23,4,Shri A. Krishnamurthy
14547,33339,B,2024-07-19,5,Smt. N. Hegde
14548,34013,A,2024-09-14,4,Shri Y. Manjunath
14549,34327,B,2024-10-29,5,Smt. K. Latha
14550,34890,A,2024-07-08,4,Shri R.K. Kulkarni
14551,35528,A,2024-10-23,4,Shri T.G. Rao
14552,36416,C,2024-09-17,5,Shri A. Krishnamurthy
14553,36436,B,2024-03-26,5,Shri T.G. Rao
14554,36523,A,2024-10-28,5,Smt. J. Anitha
14555,36841,B,2025-03-01,4,Shri T.G. Rao
14556,38415,B,2024-11-04,5,Smt. N. Hegde
14557,38499,B,2024-09-15,4,Smt. N. Hegde
14558,38877,B,2025-03-21,5,Shri M.V. Reddy
14559,39064,A,2024-08-31,4,Smt. J. Anitha
14560,39717,B,2024-06-17,5,Shri A. Krishnamurthy
14561,40009,B,2024-05-09,4,Shri P.K. Sharma
14562,41179,A,2025-02-07,5,Shri T.G. Rao
14563,41903,A,2025-02-16,4,Smt. P. Sridevi
14564,42408,B,2024-03-29,5,Smt. P. Sridevi
14565,42705,B,2024-09-28,4,Shri S.R. Naik
14566,43140,C,2024-05-27,5,Smt. V. Patil
14567,44453,B,2024-06-11,4,Shri P.K. Sharma
14568,46468,C,2025-01-01,4,Smt. N. Hegde
14569,46479,B,2025-04-26,5,Shri M.V. Reddy
14570,47020,B,2024-11-10,4,Shri R.K. Kulkarni
14571,47106,B,2024-02-20,5,Shri P.K. Sharma
14572,47716,A,2025-01-22,5,Shri T.G. Rao
14573,47909,A,2025-03-19,5,Shri R.K. Kulkarni
14574,48816,B,2024-06-23,5,Smt. V. Patil
14575,49799,B,2024-07-05,4,Smt. V. Patil
14576,49875,B,2025-02-02,4,Shri T.G. Rao
14577,173,A,2026-01-06,5,Smt. J. Anitha
14578,344,B,2026-04-19,5,Smt. K. Latha
14579,693,B,2025-06-06,4,Shri Y. Manjunath
14580,1212,B,2025-10-14,5,Smt. D. Savitha
14581,1280,B,2025-09-11,5,Smt. N. Hegde
14582,1480,A,2025-12-30,4,Smt. K. Latha
14583,1746,B,2025-12-21,4,Shri T.G. Rao
14584,1843,A,2025-06-22,4,Smt. R. Sumathi
14585,1946,C,2026-02-02,5,Smt. R. Sumathi
14586,2124,B,2026-02-15,4,Smt. R. Sumathi
14587,2865,B,2025-12-19,4,Shri T.G. Rao
14588,3091,B,2025-10-23,4,Smt. J. Anitha
14589,3633,C,2025-05-14,5,Smt. N. Hegde
14590,3867,A,2025-05-02,5,Smt. K. Latha
14591,3958,A,2026-04-10,5,Smt. V. Patil
14592,4785,B,2025-07-08,5,Shri Y. Manjunath
14593,6127,A,2025-11-16,5,Shri T.G. Rao
14594,6266,B,2025-06-30,5,Shri B.N. Prasad
14595,6815,B,2026-04-29,4,Smt. J. Anitha
14596,6970,B,2025-05-16,4,Smt. K. Latha
14597,7055,B,2025-07-31,4,Shri R.K. Kulkarni
14598,7084,A,2026-01-03,4,Smt. R. Sumathi
14599,7232,B,2025-11-12,4,Smt. K. Latha
14600,7452,B,2025-07-17,5,Smt. V. Patil
14601,7848,B,2026-01-17,4,Smt. J. Anitha
14602,8017,A,2025-07-31,4,Shri R.K. Kulkarni
14603,8401,A,2025-09-17,4,Smt. V. Patil
14604,8493,B,2026-03-05,5,Shri P.K. Sharma
14605,9684,B,2026-01-06,4,Shri Y. Manjunath
14606,10783,A,2025-04-17,4,Smt. P. Sridevi
14607,10844,A,2025-11-03,5,Shri R.K. Kulkarni
14608,11373,C,2026-02-27,4,Shri S.R. Naik
14609,11446,B,2026-03-08,5,Smt. D. Savitha
14610,12615,A,2025-11-15,5,Shri B.N. Prasad
14611,13642,B,2026-01-02,5,Shri A. Krishnamurthy
14612,16142,A,2025-04-22,4,Smt. D. Savitha
14613,16417,B,2026-05-31,5,Shri M.V. Reddy
14614,16523,B,2025-10-10,5,Shri S.R. Naik
14615,16576,A,2025-11-19,5,Shri R.K. Kulkarni
14616,17813,A,2026-01-07,5,Smt. N. Hegde
14617,17844,B,2025-12-12,4,Smt. J. Anitha
14618,18316,C,2025-10-11,5,Shri R.K. Kulkarni
14619,18628,B,2025-05-13,4,Smt. D. Savitha
14620,19651,B,2025-12-15,5,Smt. N. Hegde
14621,19995,A,2025-08-24,4,Shri P.K. Sharma
14622,22177,A,2025-04-29,5,Smt. K. Latha
14623,22457,B,2025-03-11,4,Shri S.R. Naik
14624,23097,A,2026-03-06,4,Smt. V. Patil
14625,23323,B,2026-02-16,4,Shri B.N. Prasad
14626,24588,A,2025-11-15,5,Shri M.V. Reddy
14627,25894,B,2025-11-22,5,Shri T.G. Rao
14628,26449,B,2025-05-02,5,Shri M.V. Reddy
14629,26866,A,2026-04-20,5,Smt. K. Latha
14630,27446,B,2025-06-13,4,Shri B.N. Prasad
14631,28924,A,2025-10-08,4,Shri Y. Manjunath
14632,29149,A,2025-11-26,5,Smt. V. Patil
14633,30326,B,2025-08-13,4,Shri R.K. Kulkarni
14634,30383,A,2025-06-25,5,Shri M.V. Reddy
14635,30518,A,2025-08-16,5,Shri M.V. Reddy
14636,31924,C,2025-06-25,5,Shri R.K. Kulkarni
14637,33017,B,2026-02-08,4,Shri Y. Manjunath
14638,33364,B,2026-01-31,4,Shri T.G. Rao
14639,34061,A,2026-02-16,4,Smt. V. Patil
14640,34677,C,2026-02-16,5,Smt. V. Patil
14641,35654,B,2025-07-17,4,Smt. P. Sridevi
14642,36885,B,2025-12-31,4,Shri A. Krishnamurthy
14643,37216,A,2025-05-04,4,Smt. P. Sridevi
14644,37629,B,2025-09-09,5,Smt. V. Patil
14645,38038,C,2025-06-01,4,Smt. K. Latha
14646,38721,B,2025-08-02,4,Shri A. Krishnamurthy
14647,38793,B,2025-07-31,4,Smt. J. Anitha
14648,39212,A,2025-08-05,5,Shri B.N. Prasad
14649,39272,A,2025-04-22,5,Shri A. Krishnamurthy
14650,39624,A,2025-04-18,4,Shri B.N. Prasad
14651,39885,B,2025-06-09,5,Smt. R. Sumathi
14652,40097,C,2026-01-19,4,Shri R.K. Kulkarni
14653,40108,C,2025-11-24,5,Shri R.K. Kulkarni
14654,40458,B,2025-09-16,4,Smt. D. Savitha
14655,41874,A,2025-04-12,5,Smt. K. Latha
14656,41983,B,2025-07-20,4,Shri M.V. Reddy
14657,42352,B,2025-10-31,4,Smt. J. Anitha
14658,42427,A,2025-12-11,5,Shri S.R. Naik
14659,42481,B,2025-08-14,5,Shri P.K. Sharma
14660,42655,C,2025-09-17,5,Shri S.R. Naik
14661,42661,B,2025-09-28,4,Shri P.K. Sharma
14662,42797,B,2025-05-28,4,Shri M.V. Reddy
14663,43132,A,2025-11-23,5,Shri M.V. Reddy
14664,43893,B,2025-12-25,5,Shri R.K. Kulkarni
14665,45362,A,2025-06-29,4,Shri Y. Manjunath
14666,45998,B,2025-08-24,5,Smt. N. Hegde
14667,46513,B,2025-11-04,5,Smt. R. Sumathi
14668,47318,B,2026-02-26,5,Shri R.K. Kulkarni
14669,48057,B,2025-04-22,5,Smt. J. Anitha
14670,49136,B,2025-12-04,4,Shri Y. Manjunath
14671,49688,A,2025-12-20,4,Smt. R. Sumathi
