ArrestID,CaseID,AccusedID,ArrestDate,ArrestType,ArrestingOfficerID
11597,45901,50840,2024-07-26,Arrested,949
11598,19238,59956,2026-06-17,Arrested,1834
11599,21075,37535,2025-02-10,Arrested,391
11600,19730,16787,2024-10-22,Arrested,85
11601,607,7273,2023-09-21,Arrested,35
11602,3107,44464,2024-02-29,Arrested,634
11603,25276,30745,2023-03-22,Arrested,275
11604,32648,28993,2026-06-30,Arrested,245
11605,13987,6152,2024-03-04,Arrested,25
11606,34586,12775,2025-02-24,Arrested,59
11607,44731,33109,2025-08-12,Arrested,308
11608,26137,17839,2024-12-17,Arrested,81
11609,43428,25474,2025-06-06,Arrested,191
11610,19886,48841,2025-10-22,Arrested,829
11611,4123,43015,2025-01-01,Arrested,573
11612,2472,59049,2023-08-23,Arrested,1722
11613,22105,58752,2024-12-28,Surrender,1692
11614,30611,54561,2024-02-22,Surrender,1232
11615,13766,22359,2023-09-01,Arrested,111
11616,39265,9453,2025-01-12,Arrested,45
11617,20046,23628,2026-05-07,Surrender,116
11618,4008,24420,2023-01-16,Arrested,142
11619,1960,48025,2025-11-21,Surrender,789
11620,5124,26777,2023-10-04,Arrested,221
11621,533,61016,2024-07-10,Arrested,1989
11622,21941,4494,2024-08-24,Surrender,20
11623,14798,57172,2024-03-17,Arrested,1510
11624,21921,22736,2023-06-18,Arrested,116
11625,7903,8601,2025-06-16,Arrested,35
11626,34563,54696,2024-01-31,Arrested,1249
11627,38185,53878,2026-01-28,Arrested,1161
11628,38875,47301,2026-06-30,Arrested,748
11629,9898,32894,2025-01-13,Surrender,308
11630,29244,20542,2026-06-13,Arrested,101
11631,48750,56423,2023-07-13,Arrested,1427
11632,36774,44888,2024-04-07,Arrested,648
11633,21206,36586,2024-02-09,Surrender,375
11634,39974,13106,2024-06-04,Arrested,64
11635,10191,22400,2024-03-31,Surrender,112
11636,31311,49619,2025-07-18,Arrested,869
11637,45759,45668,2024-04-23,Arrested,677
11638,28993,32834,2024-02-23,Arrested,311
11639,12131,17896,2026-05-12,Arrested,82
11640,36955,32158,2026-06-30,Arrested,291
11641,31456,24034,2024-03-19,Surrender,120
11642,9057,3011,2025-02-27,Arrested,9
11643,44124,18544,2024-03-23,Arrested,91
11644,3934,2926,2025-02-15,Arrested,13
11645,29881,45433,2026-04-18,Surrender,667
11646,7363,33782,2023-10-18,Arrested,322
11647,5869,50242,2025-04-08,Arrested,902
11648,8133,59274,2025-12-26,Arrested,1752
11649,44015,35490,2026-06-30,Arrested,349
11650,38536,37441,2026-03-17,Arrested,382
11651,8273,21352,2024-08-13,Arrested,111
11652,15303,52342,2023-04-15,Surrender,1054
11653,2719,51382,2023-11-19,Arrested,984
11654,8119,23249,2025-09-30,Arrested,117
11655,25023,37806,2025-02-22,Arrested,396
11656,46263,53024,2025-03-19,Arrested,1094
11657,9469,44208,2025-05-03,Surrender,617
11658,24561,47961,2025-08-15,Arrested,788
11659,45708,37974,2023-03-30,Arrested,408
11660,38658,23881,2023-10-27,Arrested,120
11661,10041,29148,2024-02-20,Arrested,249
11662,31323,1977,2026-02-07,Surrender,8
11663,42900,45505,2023-08-01,Arrested,676
11664,15209,792,2024-03-19,Arrested,7
11665,12160,16403,2023-04-30,Arrested,81
11666,45029,13214,2024-05-15,Arrested,59
11667,30206,47170,2026-03-27,Arrested,744
11668,21051,8554,2023-12-17,Arrested,35
11669,25354,17634,2026-06-30,Arrested,87
11670,48219,60040,2024-11-29,Arrested,1849
11671,30063,58602,2024-05-26,Arrested,1676
11672,17672,1274,2025-12-07,Arrested,7
11673,43767,8568,2023-08-11,Arrested,38
11674,5159,32223,2026-01-02,Arrested,291
11675,21871,19282,2024-03-05,Arrested,96
11676,15421,58156,2024-04-18,Arrested,1620
11677,14434,35611,2023-08-31,Arrested,353
11678,20210,27501,2024-05-26,Arrested,225
11679,49000,51418,2023-07-23,Arrested,988
11680,17074,4461,2024-01-25,Arrested,21
11681,40538,6704,2025-03-21,Surrender,25
11682,30954,16544,2024-01-04,Arrested,85
11683,27354,49355,2025-07-01,Arrested,857
11684,30898,4560,2024-08-04,Arrested,22
11685,19067,53006,2025-11-11,Arrested,1097
11686,163,39156,2026-06-20,Surrender,440
11687,29030,46536,2026-06-30,Arrested,717
11688,8071,26077,2024-12-18,Surrender,206
11689,23506,40124,2026-01-21,Arrested,472
11690,26463,2341,2024-02-23,Arrested,10
11691,5654,2150,2023-05-03,Surrender,16
11692,34651,49962,2023-09-02,Arrested,893
11693,10818,56718,2025-11-06,Arrested,1461
11694,18359,36774,2025-10-21,Surrender,373
11695,24068,19586,2023-03-09,Arrested,98
11696,15162,11187,2026-01-04,Arrested,50
11697,21336,36791,2025-09-15,Arrested,373
11698,15672,429,2023-08-09,Arrested,3
11699,8702,703,2024-11-27,Arrested,3
11700,31100,18867,2026-01-18,Arrested,91
11701,36864,28686,2024-06-30,Arrested,242
11702,34950,18480,2025-03-19,Arrested,91
11703,49407,18594,2024-10-01,Arrested,95
11704,14289,27352,2023-09-12,Surrender,229
11705,23516,60118,2024-11-27,Arrested,1865
11706,18921,7370,2023-05-27,Arrested,40
11707,49337,48324,2024-11-06,Arrested,798
11708,25571,35951,2026-05-22,Arrested,354
11709,15697,52345,2023-10-10,Arrested,1049
11710,3012,7952,2025-11-10,Arrested,37
11711,8871,3784,2026-06-23,Arrested,11
11712,7284,38171,2023-06-01,Arrested,413
11713,6693,41986,2023-06-16,Arrested,542
11714,43069,31004,2025-11-28,Arrested,280
11715,4008,24421,2023-03-16,Arrested,142
11716,1781,4702,2025-05-13,Arrested,18
11717,13269,21043,2023-05-13,Arrested,107
11718,37428,51589,2025-04-27,Arrested,993
11719,37143,40747,2024-10-05,Arrested,494
11720,23070,478,2023-08-07,Arrested,1
11721,47894,29822,2024-02-12,Arrested,258
11722,40516,1728,2026-06-30,Arrested,1
11723,46255,18234,2023-10-08,Surrender,91
11724,15869,37583,2025-02-28,Arrested,391
11725,10864,2023,2023-04-18,Arrested,4
11726,28648,15363,2024-09-05,Arrested,79
11727,17288,29725,2024-07-04,Arrested,260
11728,46709,22065,2025-03-18,Arrested,107
11729,46809,12195,2023-11-05,Arrested,59
11730,15092,15286,2025-01-06,Surrender,79
11731,10925,17102,2025-08-27,Arrested,84
11732,14381,45873,2024-12-09,Arrested,689
11733,23847,58292,2024-07-05,Arrested,1640
11734,27273,34368,2024-09-11,Arrested,329
11735,47719,59530,2026-06-07,Surrender,1779
11736,24724,34086,2026-06-03,Arrested,328
11737,15646,16046,2024-04-22,Arrested,75
11738,46752,31340,2023-11-22,Arrested,285
11739,39950,32734,2025-01-23,Arrested,302
11740,6076,22280,2024-12-10,Arrested,105
11741,15202,29591,2023-07-15,Surrender,260
11742,40325,29375,2025-08-08,Arrested,252
11743,9029,3809,2023-06-21,Arrested,9
11744,24794,25005,2026-06-12,Arrested,167
11745,29281,59684,2025-10-08,Arrested,1803
11746,18478,11871,2023-11-06,Arrested,52
11747,19333,44094,2024-11-07,Arrested,620
11748,25427,59396,2025-11-23,Surrender,1769
11749,13089,41618,2024-04-15,Surrender,521
11750,41318,16331,2025-10-30,Arrested,77
11751,30488,29334,2025-10-09,Arrested,253
11752,46826,43554,2023-03-05,Arrested,599
11753,37092,19994,2024-03-13,Arrested,98
11754,12043,60230,2025-04-13,Arrested,1881
11755,6524,16144,2024-12-03,Surrender,73
11756,12765,36505,2025-11-24,Arrested,364
11757,28731,10597,2023-04-22,Arrested,50
11758,7971,60202,2023-06-20,Arrested,1875
11759,18436,57053,2024-07-06,Arrested,1492
11760,28678,29748,2024-12-14,Arrested,260
11761,2193,41552,2023-08-02,Arrested,527
11762,4103,34695,2024-01-04,Arrested,337
11763,17682,22405,2024-09-23,Arrested,108
11764,6812,8598,2025-07-08,Arrested,40
11765,23890,40062,2024-02-21,Arrested,472
11766,36193,15091,2023-04-05,Arrested,76
11767,24000,40952,2024-04-16,Surrender,502
11768,30841,522,2023-08-12,Arrested,7
11769,25929,5913,2023-12-31,Arrested,27
11770,37117,42801,2023-06-13,Arrested,572
11771,45590,3533,2026-03-21,Arrested,16
11772,49573,16022,2026-06-30,Arrested,73
11773,43601,27260,2023-04-29,Arrested,218
11774,25514,48439,2026-05-21,Arrested,808
11775,11278,41165,2024-09-03,Arrested,505
11776,28574,12090,2023-05-23,Arrested,60
11777,32439,11306,2025-05-30,Arrested,51
11778,47652,30913,2024-03-27,Arrested,275
11779,17534,3819,2023-03-21,Arrested,11
11780,46181,1496,2025-09-28,Arrested,7
11781,46473,27263,2023-08-30,Arrested,218
11782,4255,2932,2025-03-23,Arrested,16
11783,11801,44472,2024-10-15,Arrested,630
11784,30173,22168,2026-06-30,Arrested,109
11785,42979,2851,2025-01-02,Surrender,9
11786,25620,50476,2025-06-30,Arrested,917
11787,486,54830,2025-08-29,Arrested,1263
11788,35926,33938,2025-03-14,Surrender,328
11789,40884,3509,2026-04-09,Arrested,9
11790,38153,13925,2024-01-06,Arrested,66
11791,41333,3570,2023-04-05,Arrested,11
11792,36573,46131,2025-10-07,Arrested,697
11793,27522,16160,2024-07-22,Arrested,79
11794,13615,52362,2024-09-01,Arrested,1050
11795,46176,36733,2024-06-16,Arrested,372
11796,17920,5588,2025-05-02,Arrested,17
11797,15426,42048,2024-09-09,Arrested,543
11798,10901,32433,2024-10-27,Arrested,303
11799,41752,4642,2024-12-27,Arrested,18
11800,26195,29560,2026-03-02,Arrested,249
11801,5810,28171,2025-11-05,Arrested,233
11802,47728,18581,2024-07-28,Arrested,93
11803,5180,56320,2026-03-16,Arrested,1418
11804,40856,53464,2026-06-30,Surrender,1130
11805,27685,7205,2023-12-28,Arrested,27
11806,30569,54693,2023-11-11,Arrested,1247
11807,25411,20283,2025-03-17,Arrested,104
11808,41140,43010,2024-02-28,Arrested,579
11809,42701,11372,2025-07-08,Arrested,50
11810,46159,31456,2024-07-29,Arrested,283
11811,25711,15037,2023-06-23,Arrested,79
11812,31766,37810,2025-06-25,Arrested,399
11813,14869,6160,2024-06-01,Arrested,27
11814,18896,21434,2024-12-19,Arrested,105
11815,5337,6464,2025-08-11,Arrested,25
11816,35839,52282,2025-01-31,Arrested,1043
11817,9705,29147,2024-05-12,Arrested,254
11818,12284,15614,2025-11-21,Arrested,78
11819,3332,44465,2024-08-23,Surrender,635
11820,31574,17242,2025-12-11,Arrested,87
11821,34551,48661,2025-08-19,Arrested,819
11822,28165,35407,2025-08-15,Surrender,348
11823,25707,43081,2025-03-28,Surrender,574
11824,23093,30051,2026-06-30,Arrested,258
11825,45229,42088,2024-04-29,Surrender,539
11826,25244,32054,2025-11-03,Arrested,294
11827,46562,56688,2023-05-29,Arrested,1459
11828,19479,58662,2025-02-13,Arrested,1681
11829,3084,33408,2024-11-05,Arrested,316
11830,20856,26030,2026-05-26,Arrested,202
11831,29668,3180,2026-02-11,Arrested,10
11832,42803,30630,2025-07-25,Arrested,266
11833,15996,35012,2026-06-30,Arrested,340
11834,16354,438,2023-11-19,Surrender,3
11835,44899,50901,2023-03-06,Arrested,957
11836,32969,26566,2025-09-30,Arrested,216
11837,33333,24150,2024-07-15,Arrested,128
11838,8175,39552,2025-03-17,Arrested,453
11839,9545,10296,2026-01-07,Arrested,43
11840,36269,59207,2023-06-15,Arrested,1743
11841,3731,19769,2024-06-17,Arrested,104
11842,43052,38405,2023-11-02,Surrender,412
11843,16698,6542,2025-01-21,Arrested,29
11844,21263,31829,2023-11-24,Arrested,291
11845,16823,12665,2025-09-13,Surrender,60
11846,30594,38061,2025-03-24,Arrested,402
11847,32249,18870,2025-02-08,Arrested,96
11848,37196,9825,2025-01-23,Arrested,46
11849,14916,36641,2025-02-24,Arrested,374
11850,19378,38789,2024-01-12,Arrested,432
11851,7498,51624,2025-12-03,Arrested,1006
11852,17366,49843,2024-08-18,Arrested,882
11853,4662,32775,2025-06-04,Arrested,298
11854,3288,49176,2024-04-04,Arrested,847
11855,6600,36530,2024-05-30,Arrested,362
11856,39349,59566,2024-11-28,Arrested,1786
11857,10244,30524,2026-03-15,Arrested,270
11858,12332,58066,2024-10-06,Arrested,1614
11859,10219,27343,2023-03-23,Arrested,231
11860,21492,40515,2024-03-09,Surrender,482
11861,48623,23202,2024-10-30,Surrender,119
11862,8692,3980,2023-06-17,Arrested,24
11863,2170,17044,2025-04-30,Surrender,82
11864,3434,25901,2025-04-25,Arrested,205
11865,43608,602,2023-12-08,Arrested,8
11866,16574,35614,2023-05-10,Arrested,358
11867,10594,5574,2025-09-16,Arrested,20
11868,42538,19268,2023-02-22,Surrender,89
11869,33783,27534,2024-08-18,Arrested,225
11870,137,34324,2024-04-10,Arrested,331
11871,3341,54277,2023-06-11,Arrested,1209
11872,14390,17683,2025-02-01,Arrested,86
11873,955,27459,2024-05-27,Surrender,232
11874,26125,5691,2024-06-16,Arrested,23
11875,13212,45806,2023-04-04,Arrested,679
11876,42267,46680,2026-02-08,Arrested,724
11877,46576,33192,2026-01-28,Arrested,308
11878,21055,1637,2026-06-30,Arrested,5
11879,23920,57636,2023-10-28,Arrested,1560
11880,1850,38841,2025-07-13,Arrested,426
11881,39568,19682,2024-01-06,Arrested,103
11882,43169,16241,2025-03-16,Arrested,79
11883,24461,60754,2025-04-23,Arrested,1953
11884,16228,46824,2025-07-09,Arrested,727
11885,35955,9064,2023-03-22,Arrested,41
11886,13174,42405,2025-09-09,Arrested,550
11887,27614,44099,2024-09-22,Arrested,619
11888,34741,60652,2025-10-16,Arrested,1938
11889,21390,13822,2024-07-24,Arrested,68
11890,10644,46184,2024-04-05,Arrested,703
11891,28314,12727,2026-01-31,Arrested,63
11892,28192,29188,2024-04-19,Surrender,254
11893,15574,42603,2023-12-23,Arrested,561
11894,24100,9342,2024-02-26,Arrested,48
11895,1031,7938,2025-10-27,Surrender,35
11896,43536,29933,2025-10-20,Arrested,258
11897,1071,21302,2024-11-09,Arrested,108
11898,47538,30675,2025-07-20,Arrested,268
11899,11176,12284,2024-08-04,Arrested,61
11900,29530,54237,2025-08-31,Arrested,1202
11901,23387,38111,2026-06-30,Arrested,406
11902,11404,20480,2026-05-25,Arrested,103
11903,12518,54353,2023-12-23,Arrested,1211
11904,29888,4999,2025-11-01,Arrested,17
11905,25330,6235,2025-01-17,Arrested,32
11906,6340,4749,2025-02-17,Arrested,17
11907,8265,49804,2023-06-23,Arrested,876
11908,19248,7376,2023-11-21,Arrested,40
11909,33827,8652,2023-03-29,Arrested,33
11910,16085,8054,2025-06-17,Arrested,34
11911,28472,53793,2025-08-04,Arrested,1160
11912,5446,1097,2025-05-18,Arrested,1
11913,19918,48575,2026-06-30,Arrested,812
11914,2963,15877,2026-06-30,Arrested,78
11915,15376,34183,2025-07-03,Arrested,328
11916,14656,15280,2024-06-30,Surrender,78
11917,22037,47380,2024-07-12,Arrested,757
11918,3401,2130,2023-03-12,Arrested,13
11919,24712,5905,2023-05-21,Arrested,31
11920,34066,36268,2024-08-21,Arrested,365
11921,16416,34824,2024-07-28,Arrested,341
11922,21163,48544,2025-12-27,Arrested,815
11923,18789,52306,2025-04-29,Arrested,1046
11924,40703,13622,2023-11-17,Arrested,67
11925,12586,56703,2024-03-31,Arrested,1457
11926,22684,28321,2026-04-29,Arrested,236
11927,33802,41782,2025-09-14,Surrender,527
11928,29486,58351,2025-03-09,Arrested,1644
11929,5636,10776,2024-03-27,Arrested,54
11930,9013,5194,2026-06-04,Surrender,23
11931,20929,31392,2024-10-03,Surrender,283
11932,20633,42720,2026-06-30,Arrested,565
11933,36608,6672,2025-10-12,Arrested,25
11934,19871,49495,2026-06-30,Arrested,864
11935,12949,43401,2024-09-18,Arrested,589
11936,22744,3585,2024-09-03,Arrested,12
11937,14262,5578,2025-04-23,Arrested,21
11938,8414,28752,2026-01-02,Arrested,244
11939,33003,11309,2025-12-26,Arrested,50
11940,14012,2665,2024-11-19,Arrested,13
11941,30994,40269,2023-11-10,Arrested,477
11942,17083,28513,2023-07-07,Surrender,242
11943,29536,8171,2025-05-26,Arrested,35
11944,29807,24376,2025-12-29,Arrested,130
11945,10408,31122,2023-09-29,Arrested,278
11946,27535,4536,2024-03-12,Arrested,21
11947,20872,39307,2024-12-19,Surrender,448
11948,46396,42380,2026-04-11,Arrested,546
11949,46924,5495,2023-03-06,Arrested,22
11950,13673,43435,2025-05-08,Arrested,591
11951,32957,22807,2023-10-19,Arrested,114
11952,45119,32990,2024-02-14,Surrender,308
11953,40758,15125,2023-10-01,Arrested,73
11954,34657,56568,2025-12-26,Arrested,1441
11955,37707,25979,2025-06-02,Arrested,207
11956,32682,57463,2024-05-08,Surrender,1542
11957,43267,5097,2025-11-12,Arrested,17
11958,14973,45077,2025-03-04,Arrested,651
11959,28083,45210,2025-10-19,Arrested,660
11960,6044,17892,2026-06-30,Arrested,82
11961,19903,12042,2023-12-28,Arrested,58
11962,42793,30587,2025-10-18,Surrender,267
11963,49561,14582,2026-06-30,Arrested,71
11964,15949,40660,2026-04-05,Arrested,485
11965,48195,60150,2026-06-30,Arrested,1867
11966,29432,5275,2026-03-10,Surrender,20
11967,26219,37341,2026-03-24,Surrender,383
11968,8295,47953,2025-07-05,Arrested,785
11969,43058,45073,2023-12-20,Arrested,653
11970,42341,32609,2025-09-22,Arrested,298
11971,27428,48296,2025-05-02,Arrested,803
11972,2406,33289,2023-06-22,Arrested,320
11973,12836,8900,2023-07-31,Arrested,42
11974,9368,22651,2023-04-29,Arrested,116
11975,35743,48143,2025-06-29,Arrested,793
11976,44681,36431,2026-06-30,Arrested,367
11977,47902,27599,2025-01-04,Arrested,232
11978,49450,35530,2023-08-31,Arrested,348
11979,153,14037,2025-07-19,Arrested,69
11980,34616,31564,2025-10-26,Arrested,288
11981,40507,14330,2025-08-22,Surrender,68
11982,48032,26682,2026-03-09,Arrested,215
11983,18486,3093,2025-01-27,Arrested,14
11984,17319,37248,2026-01-02,Arrested,379
11985,5782,25355,2023-06-28,Arrested,182
11986,3493,54072,2024-08-04,Arrested,1182
11987,9601,36216,2024-08-06,Arrested,365
11988,26096,57152,2025-03-06,Arrested,1500
11989,6326,19030,2026-06-30,Arrested,92
11990,38579,47648,2023-08-08,Arrested,772
11991,28527,23394,2025-05-15,Arrested,114
11992,5169,18659,2025-07-16,Arrested,94
11993,17621,53284,2025-11-21,Arrested,1115
11994,11301,37840,2026-06-04,Arrested,399
11995,34172,42370,2026-05-08,Arrested,549
11996,15856,20206,2025-06-03,Arrested,98
11997,29370,29325,2025-10-04,Arrested,252
11998,36091,11905,2024-12-30,Arrested,51
11999,30984,27979,2023-06-23,Arrested,234
12000,47230,31783,2025-11-13,Arrested,287
12001,30001,35115,2026-01-10,Arrested,338
12002,22927,15334,2024-05-26,Arrested,77
12003,1393,20095,2025-09-13,Arrested,97
12004,31658,22173,2026-05-12,Arrested,106
12005,30160,43634,2025-06-01,Arrested,598
12006,24322,53497,2024-05-17,Arrested,1136
12007,9242,56131,2025-08-15,Arrested,1397
12008,31419,16879,2025-01-30,Arrested,84
12009,12133,6142,2024-06-24,Surrender,30
12010,21747,51469,2026-02-06,Arrested,986
12011,41219,30660,2024-03-29,Arrested,272
12012,34242,48329,2025-04-19,Arrested,797
12013,13100,19381,2023-11-24,Arrested,93
12014,21749,23867,2023-07-27,Arrested,117
12015,20147,49525,2024-11-25,Arrested,862
12016,21236,18006,2024-01-19,Arrested,93
12017,6517,51596,2023-12-26,Surrender,1001
12018,48871,33511,2024-08-19,Arrested,316
12019,12378,18334,2024-07-05,Surrender,91
12020,23270,51283,2024-01-05,Arrested,973
12021,35372,26761,2025-05-12,Arrested,209
12022,451,47508,2024-12-11,Arrested,767
12023,11936,9611,2025-06-14,Surrender,42
12024,9756,10805,2024-05-26,Arrested,55
12025,22565,54165,2026-05-21,Arrested,1195
12026,18245,19882,2024-06-13,Arrested,101
12027,47176,35932,2025-06-27,Surrender,358
12028,39633,9105,2023-08-30,Arrested,44
12029,35747,30893,2025-01-29,Arrested,279
12030,42193,15459,2024-09-05,Arrested,77
12031,12556,26746,2023-11-11,Arrested,214
12032,36408,37605,2025-04-29,Arrested,389
12033,38437,39208,2025-06-04,Arrested,435
12034,5833,49918,2026-03-12,Arrested,886
12035,7319,29501,2025-05-24,Arrested,252
12036,18122,44006,2026-06-27,Arrested,610
12037,34711,27304,2026-06-30,Surrender,217
12038,31847,29202,2024-12-12,Arrested,249
12039,28437,30204,2023-09-22,Arrested,269
12040,5857,4338,2024-06-15,Arrested,22
12041,40803,45056,2026-02-26,Arrested,653
12042,12589,56204,2024-03-20,Arrested,1405
12043,5528,18662,2026-03-10,Arrested,95
12044,25283,23063,2024-02-08,Arrested,119
12045,25238,7406,2023-06-02,Surrender,38
12046,45136,2474,2023-02-23,Arrested,9
12047,14687,14467,2026-03-01,Arrested,70
12048,24947,50040,2026-06-30,Arrested,894
12049,2889,49865,2025-12-11,Arrested,886
12050,27463,60095,2024-04-18,Arrested,1859
12051,26522,6862,2026-06-30,Surrender,30
12052,21339,46392,2026-06-30,Arrested,711
12053,44042,57952,2024-12-03,Arrested,1595
12054,14983,45425,2026-06-25,Arrested,670
12055,27074,38398,2023-04-29,Arrested,414
12056,12584,31372,2024-08-20,Surrender,282
12057,13070,33227,2024-11-30,Arrested,306
12058,12751,53237,2023-08-05,Arrested,1118
12059,12304,21382,2024-05-18,Arrested,107
12060,35368,21178,2023-06-02,Arrested,111
12061,10465,21020,2023-07-20,Arrested,108
12062,4115,33779,2023-10-28,Arrested,327
12063,40815,18530,2024-07-10,Surrender,93
12064,48179,14003,2024-05-01,Surrender,72
12065,39497,6697,2025-05-26,Arrested,26
12066,46368,26884,2023-03-08,Arrested,218
12067,4936,4739,2025-11-22,Arrested,18
12068,44067,57953,2024-04-24,Arrested,1599
12069,16870,25309,2025-07-10,Arrested,182
12070,23603,1325,2025-07-31,Arrested,8
12071,10889,35269,2024-09-29,Arrested,347
12072,41151,33842,2024-02-12,Arrested,323
12073,14431,41222,2025-12-10,Arrested,511
12074,41644,39325,2024-12-10,Arrested,446
12075,6083,2156,2023-07-04,Arrested,9
12076,79,17025,2025-07-08,Arrested,82
12077,27970,33455,2024-08-26,Arrested,318
12078,825,36195,2025-03-03,Arrested,363
12079,11586,6507,2026-03-08,Arrested,25
12080,28291,26839,2023-09-28,Surrender,219
12081,41997,13632,2024-02-27,Arrested,70
12082,49033,55919,2024-10-26,Arrested,1373
12083,24872,10567,2023-08-23,Arrested,55
12084,40242,45865,2023-10-23,Arrested,690
12085,15585,3742,2025-05-15,Arrested,15
12086,3672,1994,2026-06-19,Arrested,4
12087,16849,46890,2025-10-02,Arrested,727
12088,33889,12116,2023-07-02,Surrender,59
12089,5089,33536,2025-06-10,Surrender,318
12090,35562,46446,2023-08-22,Surrender,716
12091,2601,39084,2025-12-21,Arrested,434
12092,28557,45348,2024-12-24,Arrested,669
12093,20659,51660,2026-06-22,Arrested,1006
12094,15158,36765,2025-09-11,Arrested,373
12095,31127,19298,2024-06-21,Arrested,94
12096,28769,21912,2025-10-17,Arrested,105
12097,44229,24823,2025-10-12,Arrested,160
12098,16499,60786,2024-12-16,Arrested,1954
12099,30298,53780,2024-12-20,Surrender,1157
12100,18749,28961,2023-12-05,Arrested,246
12101,43248,4274,2023-06-19,Arrested,20
12102,27211,20656,2024-12-12,Arrested,99
12103,4209,22621,2023-06-30,Surrender,117
12104,27029,11269,2025-02-23,Arrested,50
12105,6761,7615,2024-10-25,Arrested,35
12106,10051,10451,2023-03-15,Arrested,55
12107,10759,30833,2024-06-09,Arrested,280
12108,19620,13809,2024-12-29,Arrested,67
12109,39352,39380,2025-08-04,Arrested,445
12110,44383,6042,2023-12-18,Arrested,26
12111,47749,17360,2025-10-25,Arrested,81
12112,32509,5290,2026-02-01,Surrender,19
12113,1174,23836,2026-06-30,Arrested,113
12114,45449,32122,2025-09-19,Arrested,292
12115,4790,14073,2025-02-23,Arrested,70
12116,29346,41446,2025-08-18,Arrested,519
12117,32208,38802,2024-02-27,Arrested,432
12118,14129,22988,2024-07-21,Arrested,113
12119,25627,8138,2026-01-16,Surrender,37
12120,39021,38376,2024-02-08,Arrested,410
12121,4599,24546,2025-10-01,Arrested,141
12122,25601,32832,2023-05-15,Arrested,307
12123,2790,60876,2024-02-22,Arrested,1969
12124,7423,24567,2023-05-02,Arrested,148
12125,24833,42416,2023-09-01,Arrested,545
12126,45116,14563,2026-05-13,Arrested,67
12127,43024,22217,2026-06-18,Arrested,111
12128,47847,5735,2025-12-01,Arrested,23
12129,11783,36227,2024-03-12,Arrested,368
12130,30230,57982,2024-05-25,Arrested,1601
12131,37449,9443,2024-07-08,Arrested,45
12132,34897,13574,2023-11-05,Surrender,69
12133,47813,58622,2026-02-26,Arrested,1678
12134,41938,45059,2026-06-16,Arrested,656
12135,22011,35505,2023-07-30,Surrender,345
12136,41654,46168,2023-12-01,Arrested,699
12137,7563,8012,2025-07-02,Arrested,38
12138,25720,31284,2023-07-02,Arrested,284
12139,49147,15174,2024-01-08,Arrested,78
12140,36333,46801,2024-10-01,Arrested,728
12141,17937,24576,2024-01-07,Arrested,149
12142,34712,13570,2024-01-08,Arrested,65
12143,19079,7082,2024-06-26,Surrender,31
12144,12588,2652,2024-08-03,Arrested,13
12145,40246,11601,2026-05-27,Arrested,50
12146,19675,39306,2024-06-14,Arrested,441
12147,13447,57294,2025-04-08,Arrested,1524
12148,16198,17133,2025-08-03,Arrested,85
12149,15895,55367,2026-06-30,Surrender,1316
12150,14280,10477,2023-04-12,Arrested,56
12151,33178,7810,2024-05-31,Arrested,36
12152,3219,45065,2025-12-02,Arrested,656
12153,4621,52399,2026-03-19,Surrender,1054
12154,13660,3787,2026-06-08,Surrender,12
12155,42786,17801,2026-06-30,Arrested,84
12156,19408,1292,2025-08-04,Surrender,5
12157,33344,27202,2026-06-30,Arrested,223
12158,29564,59073,2023-04-26,Arrested,1733
12159,16624,35279,2024-03-22,Arrested,348
12160,46286,3303,2025-05-08,Arrested,16
12161,7445,15894,2026-05-25,Surrender,73
12162,15703,53364,2025-12-02,Arrested,1124
12163,13837,56939,2025-07-17,Arrested,1476
12164,35235,6661,2025-09-14,Arrested,31
12165,31926,16555,2023-05-22,Arrested,84
12166,45107,7548,2023-09-17,Arrested,37
12167,31943,32713,2025-09-12,Arrested,301
12168,33328,14268,2025-08-03,Arrested,68
12169,18839,34257,2023-03-21,Arrested,333
12170,7651,12602,2025-09-02,Arrested,63
12171,41559,35977,2026-06-30,Surrender,355
12172,14760,45234,2026-03-03,Arrested,659
12173,19323,19075,2026-02-27,Arrested,95
12174,39407,42081,2024-07-09,Arrested,538
12175,30899,58356,2026-01-10,Arrested,1647
12176,45574,50510,2023-05-31,Arrested,919
12177,28996,27195,2026-03-03,Arrested,218
12178,39186,22426,2024-07-04,Arrested,112
12179,9005,351,2023-12-04,Arrested,3
12180,28540,33584,2025-06-06,Arrested,313
12181,20274,13814,2024-04-27,Arrested,65
12182,38035,5063,2025-11-23,Surrender,23
12183,7117,48349,2023-05-30,Arrested,797
12184,47861,28858,2025-12-20,Arrested,244
12185,24416,48698,2023-08-24,Arrested,822
12186,13609,57830,2026-06-30,Arrested,1587
12187,34430,28540,2023-03-18,Arrested,245
12188,23149,16112,2023-12-20,Arrested,75
12189,9619,56535,2026-06-17,Arrested,1436
12190,36924,8265,2025-11-16,Arrested,35
12191,8780,4784,2025-11-08,Arrested,21
12192,30848,32364,2023-10-06,Arrested,304
12193,22255,30299,2024-06-20,Arrested,265
12194,16955,7691,2024-12-30,Arrested,40
12195,22521,14793,2023-03-03,Surrender,65
12196,27608,40486,2023-05-07,Arrested,485
12197,30745,30213,2023-03-05,Arrested,271
12198,38475,29018,2024-05-28,Arrested,246
12199,2271,17048,2025-05-03,Arrested,87
12200,12186,10820,2024-04-29,Arrested,55
